default,conta_corrente,prazo_emprestimo_meses,historico_credito,proposito_emprestimo,valor_emprestimo,reserva_cc,tempo_emprego_atual,taxa_comp_salario,sexo_est_civil,outros_fiadores,anos_residencia_atual,propriedade,idade,outros_planos_financiamento,tipo_residencia,n_creditos_banco,status_emprego,n_dependentes,telefone,trabalhador_estrangeiro
1,>= 200 DM / salary assignments for at least 1 year,30,3,6,1908,2,,4,1,none,4,1,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,36,1,1,3342,1,,4,1,none,2,4,51,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,6,1,10,932,1,,1,2,none,3,2,39,none,own,2,unskilled - resident,1,none,yes
0,< 0 DM,18,4,6,3104,2,,3,1,none,1,2,31,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,36,2,1,3913,2,,2,1,none,2,1,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,24,2,3,3021,2,,2,3,none,2,1,24,none,rent,1,unskilled - resident,1,none,yes
0,no checking account,10,2,4,1364,2,,2,2,none,4,4,64,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,2,1,625,2,,4,4,guarantor,1,1,26,bank,own,1,unskilled - resident,1,none,yes
0,< 0 DM,12,2,2,1200,1,,4,2,none,4,2,23,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,1,707,2,,4,1,none,2,1,30,bank,own,2,skilled employee / official,1,none,yes
0,no checking account,24,3,6,2978,1,,4,1,none,4,1,32,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,15,2,5,4657,2,,3,1,none,2,4,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,36,4,8,2613,2,,4,1,none,2,4,27,none,own,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,48,2,1,10961,5,,1,1,co-applicant,2,3,27,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,2,3,7865,2,,4,1,none,4,3,53,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,no checking account,9,2,1,1478,2,,4,1,none,2,4,22,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,2,3,3149,2,,4,1,none,1,3,22,bank,for free,1,skilled employee / official,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,36,2,1,4210,2,,4,1,none,2,4,26,none,own,1,skilled employee / official,1,none,yes
0,no checking account,9,2,4,2507,4,,2,1,none,4,3,51,none,for free,1,unskilled - resident,1,none,yes
0,no checking account,12,2,1,2141,3,,3,1,none,1,3,35,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,2,1,866,2,,4,4,guarantor,2,1,25,none,own,1,unskilled - resident,1,none,yes
0,no checking account,4,1,1,1544,2,,2,1,none,1,1,42,none,own,3,unskilled - resident,2,none,yes
1,< 0 DM,24,2,1,1823,2,,4,1,none,2,4,30,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes
1,0 <= ... < 200 DM,6,2,4,14555,1,,1,1,none,2,2,23,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,21,2,6,2767,3,,4,3,none,2,4,61,bank,rent,2,unskilled - resident,1,none,yes
0,no checking account,12,1,1,1291,2,,4,2,none,2,2,35,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,30,2,1,2522,2,,1,1,guarantor,3,2,39,none,own,1,skilled employee / official,2,none,yes
1,< 0 DM,24,2,4,915,1,,4,2,none,2,4,29,bank,own,1,skilled employee / official,1,none,yes
0,no checking account,6,2,1,1595,2,,3,1,none,2,2,51,none,own,1,skilled employee / official,2,none,yes
1,< 0 DM,48,4,5,4605,2,,3,1,none,4,3,24,none,for free,2,skilled employee / official,2,none,yes
0,no checking account,12,1,6,1185,2,,3,2,none,2,1,27,none,own,2,skilled employee / official,1,none,yes
0,no checking account,12,5,10,3447,4,,4,2,none,3,1,35,none,own,1,unskilled - resident,2,none,yes
0,no checking account,24,2,6,1258,2,,4,1,none,1,1,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,1,1,717,2,,4,1,none,4,1,52,none,own,3,skilled employee / official,1,none,yes
0,no checking account,6,4,4,1204,3,,4,1,none,1,3,35,bank,rent,1,skilled employee / official,1,none,no
0,>= 200 DM / salary assignments for at least 1 year,24,2,3,1925,2,,2,1,none,2,1,26,none,own,1,skilled employee / official,1,none,yes
1,no checking account,18,2,1,433,2,,3,2,co-applicant,4,1,22,none,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,6,1,4,666,5,,3,2,none,4,1,39,none,own,2,unskilled - resident,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,12,2,3,2251,2,,1,2,none,2,4,46,none,own,1,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,30,2,4,2150,2,,4,2,guarantor,2,3,24,bank,own,1,skilled employee / official,1,none,yes
0,no checking account,24,3,3,4151,3,,2,1,none,3,2,35,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,9,2,3,2030,1,,2,1,none,1,4,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,60,3,1,7418,1,,1,1,none,1,1,27,none,own,1,unskilled - resident,1,none,yes
0,no checking account,24,1,1,2684,2,,4,1,none,2,1,35,none,own,2,unskilled - resident,1,none,yes
1,< 0 DM,12,5,1,2149,2,,4,3,none,1,3,29,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,15,2,5,3812,3,,1,2,none,4,4,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,11,1,1,1154,3,,4,2,none,4,1,57,none,own,3,unskilled - resident,1,none,yes
0,< 0 DM,12,2,3,1657,2,,2,1,none,2,1,27,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,2,1,1603,2,,4,2,none,4,4,55,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,18,1,4,5302,2,,2,1,none,4,3,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,12,1,2,2748,2,,2,2,none,4,3,57,bank,for free,3,unskilled - resident,1,none,yes
0,no checking account,10,1,4,1231,2,,3,1,none,4,1,32,none,own,2,unskilled - resident,2,none,no
1,0 <= ... < 200 DM,15,2,1,802,2,,4,1,none,3,4,37,none,own,1,skilled employee / official,2,none,yes
0,no checking account,36,1,6,6304,1,,4,1,none,4,1,36,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,2,1,1533,2,,4,2,none,3,4,38,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,14,2,4,8978,2,,1,3,none,4,2,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",no
0,no checking account,24,2,1,999,1,,4,1,none,2,4,25,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,2,4,2662,1,,4,1,none,3,2,32,none,own,1,skilled employee / official,1,none,no
0,no checking account,12,1,3,1402,4,,3,2,none,4,4,37,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,48,5,4,12169,1,,4,1,co-applicant,4,3,36,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,48,2,1,3060,2,,4,1,none,4,1,28,none,own,2,skilled employee / official,1,none,yes
1,< 0 DM,30,2,8,11998,2,,1,3,none,1,3,34,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,9,2,1,2697,2,,1,1,none,2,1,32,none,own,1,skilled employee / official,2,none,yes
0,no checking account,18,1,1,2404,2,,2,2,none,2,4,26,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,12,2,3,1262,1,,2,3,none,4,2,49,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
1,no checking account,6,2,3,4611,2,,1,2,none,4,2,32,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,2,1,1901,3,,4,1,none,4,4,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,15,1,5,3368,5,,3,1,none,4,3,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,3,1574,2,,4,1,none,2,1,50,none,own,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,18,5,1,1445,1,,4,1,none,4,4,49,bank,own,1,unskilled - resident,1,none,yes
0,no checking account,15,1,3,1520,1,,4,1,none,4,2,63,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,24,1,4,3878,3,,4,3,none,2,4,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,47,2,4,10722,2,,1,2,none,1,1,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,< 0 DM,48,2,5,4788,2,,4,1,none,3,2,26,none,own,1,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,48,3,9,7582,3,,2,1,none,4,3,31,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,2,1,1092,2,,4,2,guarantor,4,1,49,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,3,1,1024,2,,4,4,none,4,1,48,stores,own,1,skilled employee / official,1,none,yes
0,no checking account,12,2,6,1076,2,,2,4,none,2,1,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",no
1,0 <= ... < 200 DM,36,2,5,9398,2,,1,4,none,4,4,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,24,1,5,6419,2,,2,2,none,4,3,44,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,42,1,5,4796,2,,4,1,none,4,3,56,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,48,1,6,7629,1,,4,3,none,2,4,46,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes
1,0 <= ... < 200 DM,48,2,3,9960,2,,1,2,none,2,4,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,5,4675,1,,1,2,none,4,4,20,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,10,2,4,1287,1,,4,1,co-applicant,2,2,45,none,own,1,unskilled - resident,1,none,no
0,no checking account,18,2,3,2515,2,,3,1,none,4,1,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,21,1,3,2745,5,,3,1,none,2,4,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,6,2,4,672,2,,1,2,none,4,1,54,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,36,4,1,3804,2,,4,2,none,1,4,42,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,>= 200 DM / salary assignments for at least 1 year,24,1,4,1344,1,,4,1,none,2,1,37,bank,own,2,unskilled - resident,2,none,yes
0,< 0 DM,10,1,4,1038,2,,4,1,co-applicant,3,2,49,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,no checking account,48,1,4,10127,4,,2,1,none,2,3,44,bank,for free,1,skilled employee / official,1,none,yes
0,no checking account,6,2,3,1543,5,,4,3,none,2,1,33,none,own,1,skilled employee / official,1,none,yes
0,no checking account,30,2,5,4811,1,,2,2,none,4,2,24,stores,rent,1,unskilled - resident,1,none,yes
1,< 0 DM,12,2,1,727,3,,4,4,none,3,3,33,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,8,2,3,1237,2,,3,2,none,4,1,24,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,9,2,4,276,2,,4,4,none,4,1,22,none,rent,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,48,2,9,5381,1,,3,1,none,4,3,40,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,3,5511,3,,4,1,none,1,4,25,stores,own,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,24,2,3,3749,2,,2,2,none,4,4,26,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,12,2,4,685,2,,2,4,none,3,4,25,bank,own,1,unskilled - resident,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,4,2,4,1494,1,,1,1,none,2,1,29,none,own,1,unskilled - resident,2,none,no
1,< 0 DM,36,5,3,2746,2,,4,1,none,4,4,31,bank,own,1,skilled employee / official,1,none,yes
0,< 0 DM,12,2,3,708,2,,2,1,guarantor,3,2,38,none,own,1,unskilled - resident,2,none,yes
0,0 <= ... < 200 DM,24,2,3,4351,1,,1,2,none,4,2,48,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,12,1,2,701,2,,4,1,none,2,4,32,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,15,3,3,3643,2,,1,2,none,4,2,27,none,own,2,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,30,1,4,4249,2,,4,4,none,2,4,28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,< 0 DM,24,2,1,1938,2,,4,3,none,3,2,32,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,2,5,2910,2,,2,1,none,1,3,34,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,18,2,3,2659,5,,4,1,none,2,4,28,none,own,1,skilled employee / official,1,none,yes
0,no checking account,18,1,4,1028,2,,4,2,none,3,1,36,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,8,1,4,3398,2,,1,1,none,4,1,39,none,own,2,unskilled - resident,1,none,no
0,no checking account,12,1,3,5801,1,,2,1,none,4,2,49,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,4,1525,5,,4,2,none,3,4,34,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,36,2,1,4473,2,,4,1,none,2,4,31,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,6,2,1,1068,2,,4,1,none,4,4,28,none,own,1,skilled employee / official,2,none,yes
0,< 0 DM,24,1,5,6615,2,,2,1,none,4,3,75,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,no checking account,18,1,2,1864,3,,4,2,none,2,1,30,none,own,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,60,2,4,7408,3,,4,2,none,2,2,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,no checking account,48,1,5,11590,3,,2,2,none,4,4,24,bank,rent,2,unskilled - resident,1,none,yes
1,< 0 DM,24,4,3,4110,2,,3,1,none,4,3,23,bank,rent,2,skilled employee / official,2,none,yes
1,< 0 DM,6,1,3,3384,2,,1,3,none,4,1,44,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,13,2,1,2101,2,,2,2,guarantor,4,2,23,none,own,1,unskilled - resident,1,none,yes
1,< 0 DM,15,2,7,1275,1,,4,2,none,2,4,24,none,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,24,2,3,4169,2,,4,1,none,4,2,28,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,10,2,3,1521,2,,4,3,none,2,4,31,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,24,1,2,5743,2,,2,2,none,4,3,24,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,21,2,3,3599,2,,1,2,none,4,4,26,none,rent,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,18,2,1,3213,4,,1,4,none,3,1,25,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,2,6,4439,2,,1,1,co-applicant,1,1,33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,10,2,4,3949,2,,1,1,guarantor,1,2,37,none,own,1,unskilled - resident,2,none,yes
0,no checking account,15,1,1,1459,2,,4,2,none,2,4,43,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,13,1,1,882,2,,4,1,guarantor,4,1,23,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,24,2,1,3758,4,,1,2,none,4,3,23,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes
0,no checking account,6,3,6,1743,3,,1,1,none,2,1,34,none,own,2,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,9,1,2,1136,5,,4,1,none,3,3,32,none,for free,2,skilled employee / official,2,none,yes
0,no checking account,9,2,7,1236,2,,1,2,none,4,1,23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,9,2,3,959,2,,1,2,none,2,4,29,none,own,1,skilled employee / official,1,none,no
0,no checking account,18,1,5,3229,1,,2,1,none,4,3,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,4,1,6199,2,,4,1,none,2,2,28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,10,2,2,727,4,,4,1,none,4,3,46,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,24,2,4,1246,2,,4,1,none,2,1,23,stores,own,1,unskilled - resident,1,none,yes
0,no checking account,12,1,1,2331,1,,1,1,co-applicant,4,1,49,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,no checking account,36,3,1,4463,2,,4,1,none,2,4,26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,1,776,2,,4,4,none,2,1,28,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,30,2,3,2406,2,,4,2,none,4,1,23,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,2,2,1239,1,,4,1,none,4,3,61,none,for free,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,2,1,3399,1,,2,1,none,3,4,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,3,4,2247,2,,2,2,none,2,4,36,stores,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,6,2,3,1766,2,,1,4,none,2,2,21,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,18,2,3,2473,2,,4,1,none,1,4,25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
0,no checking account,12,2,6,1542,2,,2,1,none,4,4,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,18,1,5,3850,2,,3,1,none,1,4,27,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,18,2,3,3650,2,,1,2,none,4,4,22,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,36,2,3,3446,2,,4,1,none,2,4,42,none,own,1,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,18,2,3,3001,2,,2,2,none,4,1,40,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,36,2,4,3079,1,,4,1,none,4,1,36,none,own,1,skilled employee / official,1,none,yes
0,no checking account,18,1,1,6070,2,,3,1,none,4,4,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,10,1,3,2146,2,,1,2,none,3,1,23,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,60,1,4,13756,1,,2,1,none,4,3,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,60,5,9,14782,3,,3,2,none,4,3,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,48,5,6,7685,2,,2,2,guarantor,4,4,37,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,18,3,1,2320,2,,2,4,none,3,1,34,none,own,2,skilled employee / official,1,none,yes
0,no checking account,7,3,1,846,1,,3,1,none,4,3,36,none,for free,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,36,2,4,14318,2,,4,1,none,2,3,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,6,1,4,362,3,,4,2,none,4,4,52,none,own,2,unskilled - resident,1,none,yes
0,< 0 DM,20,2,3,2212,1,,4,1,none,4,4,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,18,2,5,12976,2,,3,2,none,4,3,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,22,2,4,1283,1,,4,2,none,4,2,25,none,rent,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,2,4,1330,2,,4,1,none,1,1,26,none,own,1,skilled employee / official,1,none,yes
0,no checking account,30,3,6,4272,3,,2,1,none,2,2,26,none,own,2,unskilled - resident,1,none,yes
0,no checking account,18,1,1,2238,2,,2,2,none,1,4,25,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,2,1,1126,1,,4,2,none,2,1,21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,18,1,3,7374,2,,4,1,none,4,2,40,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,15,1,6,2326,4,,2,1,none,4,4,27,bank,own,1,skilled employee / official,1,none,yes
0,no checking account,9,2,6,1449,2,,3,2,none,2,4,27,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,2,4,1820,2,,2,4,none,2,2,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,2,3,983,5,,1,2,none,4,1,19,none,rent,1,unskilled - resident,1,none,yes
0,< 0 DM,36,2,4,3249,2,,2,1,none,4,3,39,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,< 0 DM,6,1,1,1957,2,,1,2,none,4,4,31,none,own,1,skilled employee / official,1,none,yes
0,no checking account,9,1,3,2406,2,,2,1,none,3,4,31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,0 <= ... < 200 DM,39,3,2,11760,3,,2,1,none,3,3,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,2,3,2578,2,,3,2,none,4,3,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,< 0 DM,36,1,3,2348,2,,3,4,none,2,2,46,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,12,2,4,1223,2,,1,3,none,1,1,46,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,24,1,1,1516,5,,4,2,none,1,1,43,none,own,2,unskilled - resident,1,none,yes
0,no checking account,18,2,1,1473,2,,3,4,none,4,1,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,18,1,6,1887,1,,4,4,none,4,1,28,bank,own,2,skilled employee / official,1,none,yes
1,no checking account,24,3,6,8648,2,,2,1,none,2,4,27,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,14,3,4,802,2,,4,1,none,2,4,27,none,own,2,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,18,3,4,2899,1,,4,1,none,4,4,43,none,own,1,skilled employee / official,2,none,yes
1,0 <= ... < 200 DM,24,2,1,2039,2,,1,4,none,1,2,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,5,2197,1,,4,1,none,4,4,43,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,< 0 DM,15,2,1,1053,2,,4,4,none,2,1,27,none,own,1,skilled employee / official,1,none,no
0,no checking account,24,2,1,3235,4,,3,3,none,2,4,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,>= 200 DM / salary assignments for at least 1 year,12,1,4,939,4,,4,4,none,2,1,28,none,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24,2,1,1967,2,,4,2,none,4,4,20,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,33,1,5,7253,2,,3,1,none,2,4,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,no checking account,12,1,6,2292,2,,4,1,none,2,4,42,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,10,2,4,1597,4,,3,1,none,2,3,40,none,rent,1,unskilled - resident,2,none,no
1,< 0 DM,24,2,4,1381,1,,4,2,none,2,2,35,none,own,1,skilled employee / official,1,none,yes
0,no checking account,36,1,5,5842,2,,2,1,none,2,2,35,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,12,2,4,2579,2,,4,1,none,1,1,33,none,own,1,unskilled - resident,2,none,yes
0,< 0 DM,18,3,2,8471,1,,1,2,none,2,4,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,21,2,4,2782,4,,1,2,none,2,4,31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,0 <= ... < 200 DM,18,2,4,1042,1,,4,2,none,2,2,33,none,own,1,skilled employee / official,1,none,yes
0,no checking account,15,2,4,3186,5,,2,2,none,3,4,20,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,5,2028,1,,4,1,none,2,4,30,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,1,4,958,2,,2,1,none,3,1,47,none,own,2,unskilled - resident,2,none,yes
0,no checking account,21,3,3,1591,3,,4,1,none,3,1,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,0 <= ... < 200 DM,12,2,3,2762,1,,1,2,none,2,2,25,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,18,2,5,2779,2,,1,4,none,3,4,21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,28,1,1,2743,2,,4,1,none,2,4,29,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,1,1,1149,5,,4,1,none,3,1,46,none,own,2,skilled employee / official,1,none,yes
0,no checking account,9,2,3,1313,2,,1,1,none,4,4,20,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,18,1,8,1190,2,,2,2,none,4,3,55,none,for free,3,unemployed/ unskilled - non-resident,2,none,yes
0,no checking account,5,2,6,3448,2,,1,1,none,4,1,74,none,own,1,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,24,2,9,11328,2,,2,1,co-applicant,3,4,29,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,6,1,3,1872,2,,4,1,none,4,3,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
